"VICTIM_RECORD_NUM","INCIDENT_DATE","FINGERPRINT_ID","FIRST_NAME","LAST_NAME","BIRTH_DATE","GENDER","INJURY_DESCR","CASE_NUM"
34328,18-NOV-12 12:21,33605220,"DELLWOOD","THOMAS",23-JAN-91 00:00,"M","GSW TO ELBOW",515410
14808,20-AUG-14 21:16,33547173,"GREGORY","HAMPTON",10-JAN-00 00:00,"M","MULTIPLE GSWS",576607
13436,27-SEP-14 19:33,34441395,"STEVEN","GRANT",22-JUL-96 00:00,"M","GSW TO FOOT",541377
6960,17-MAY-15 03:20,35263515,"BRIAN","SKIPPER",11-JUN-83 00:00,"M","GSW TO LEG",397761
9800,04-FEB-15 16:07,34986711,"FRED","REYES",19-JAN-95 00:00,"M","GSW TO EYE",417735
29576,20-MAY-13 21:29,35266128,"KENYA","THRASHERS",01-APR-98 00:00,"M","GSW TO LEG",465393
18332,25-MAY-14 21:46,34175589,"DENNIS","SPENCER",11-AUG-88 00:00,"M","GSW TO BUTTOCKS",618419
20992,03-MAR-14 23:02,35635584,"BOHDAN","ANDERSON",09-JUL-80 00:00,"M","GSW TO NECK",460798
38004,18-AUG-12 11:53,35841726,"JIANFU","MONROE",18-DEC-75 00:00,"M","FATAL GSW",503300
15716,27-JUL-14 20:47,35256549,"PAUL","JACKSON",01-OCT-98 00:00,"M","MULTIPLE GSWS",469944
40536,01-JUL-12 00:56,33375273,"EDMOND","HOWARD",22-FEB-85 00:00,"M","GSW TO LEG",476371
40512,01-JUL-12 02:45,34319280,"JOE","REID",03-OCT-93 00:00,"M","GSW TO BACK",347312
18452,21-MAY-14 22:37,33568545,"RICHARD","LANDMAN",22-SEP-82 00:00,"M","GSW TO FACE",331227
39776,14-JUL-12 22:57,34070715,"ARECINO","RAMIREZ",22-JUN-94 00:00,"M","GSW TO ABDOMEN",323309
13604,24-SEP-14 01:13,35746527,"ROBERT","WILLIAMS",14-AUG-81 00:00,"M","GSW TO LEG",595233
19196,03-MAY-14 14:10,34572267,"STEPHEN","DISMUKES",30-MAR-94 00:00,"M","MULT GSWS",550587
38092,16-AUG-12 14:11,34575696,"ALYSSIA","RIVAS ",25-APR-89 00:00,"M","MULTIPLE GSWS",339409
29980,08-MAY-13 20:29,33720561,"ANDREW","WASHINGTON",12-JUN-65 00:00,"M","MULTIPLE GSWS ",327712
32612,09-JAN-13 15:57,34428729,"RIA","JACKSON",12-JUN-92 00:00,"M","GSW TO LEFT CHEEK AND LEFT WRIST",635861
23744,25-OCT-13 19:15,34872429,"BRANDON","MARKS ",16-JUN-96 00:00,"M","GSW TO LEFT FOOT",563331
35776,13-OCT-12 18:50,34678500,"JOSE","HAIN",25-FEB-94 00:00,"M","THREE GSWS BACK ",588693
12604,20-OCT-14 15:57,35672238,"DAVID","VACA",23-APR-93 00:00,"M","GSW LEG",464255
20252,07-APR-14 11:01,34552443,"CHARLESTON","FALCON ",05-DEC-88 00:00,"M","MULT GSWS",435077
11404,05-DEC-14 21:00,34552443,"CHARLESTON","FALCON ",05-DEC-88 00:00,"M","MULT GSW",508602
28388,21-JUN-13 20:06,34096329,"JACOBSON","BROOKS",07-JAN-77 00:00,"M","FATAL MULT GSWS",348332
8440,03-APR-15 16:38,35691987,"ERIC ","GARDLET",11-JUN-92 00:00,"M","MULT GSWS",359563
14772,21-AUG-14 21:29,33428052,"MAURICE","VENEGAS",26-SEP-86 00:00,"M","GSW TO SHOULDER",513735
16528,06-JUL-14 22:44,35658429,"COLEMAN","GOOOSBLY",08-FEB-97 00:00,"M","GSW TO LEG",395020
5908,14-JUN-15 00:24,33926106,"YOULIAN","HARRIS",26-JUL-76 00:00,"M","MULTIPLE GSWS",563003
9340,07-MAR-15 20:21,35563923,"REGINALD","BIRL",28-SEP-96 00:00,"M","MULT GSWS",442689
30352,24-APR-13 16:12,34117410,"ROBERT","GUZMAN",24-MAY-80 00:00,"M","GSW TO SIDE",556475
19568,24-APR-14 19:05,34555050,"CHRISTAIN","WILLS",03-OCT-91 00:00,"M","  FATAL GSW TO HEAD",331660
9128,15-MAR-15 13:21,35730516,"ARTHUR ","WARD",16-DEC-98 00:00,"M","GSW TO HEAD",410052
21428,30-JAN-14 13:07,33707748,"MOSES","DARRAYAD",06-SEP-86 00:00,"M","GSW TO RIGHT SIDE OF THE FACE",556726
32508,13-JAN-13 00:48,35101434,"ERIC","SKULARK",05-JAN-90 00:00,"M","GSW TO BACK",534017
19776,19-APR-14 01:15,33632478,"MARCUS","WILLIAMS",15-NOV-91 00:00,"M","GSW TO HEAD",417531
16760,04-JUL-14 01:45,34120701,"DAVID","MENDEL",30-DEC-84 00:00,"M","GSW TO LEG",365863
20516,28-MAR-14 13:27,34298796,"DOUGLAS","HARRIS",04-FEB-94 00:00,"M","GSW TO HEAD",392590
10308,09-JAN-15 22:17,33622452,"SHARNEL","MENDOZA",27-SEP-93 00:00,"M","MULT GSWS",324213
37152,03-SEP-12 17:42,35193219,"DEMERIEA","BRADDY",29-JAN-94 00:00,"M","GSW TO BACK",628785
38516,08-AUG-12 00:20,34631310,"JEFF","SOUTHARD",12-MAY-89 00:00,"M","GSW TO THE LEG",346207
37732,23-AUG-12 00:05,35282670,"ELIZABETH","BARFIELD",05-JAN-92 00:00,"M","GRAZE WOUND TO REAR OF HEAD",389781
31080,28-MAR-13 16:42,34695069,"DONTE","TOMAS",24-OCT-95 00:00,"M","GSW TO THE LEFT ANKLE",600631
11776,16-NOV-14 17:02,34425981,"ANTOINE","MORALES",23-SEP-84 00:00,"M","MULT GSWS",601234
10928,18-DEC-14 10:53,35345607,"RAMON","ALEJO",31-DEC-90 00:00,"M","GSW TO LEG",520240
6276,03-JUN-15 16:50,34126797,"WILLIAM","MEDRANO",07-MAY-70 00:00,"M","MULT GSWS AND STAB WOUNDS",389814
25136,05-SEP-13 21:42,33454716,"CORNELIO","PATTON",22-MAY-91 00:00,"M","GSW TO ARM",343991
28588,17-JUN-13 00:16,33662511,"RONALD","HERBERT",01-MAY-91 00:00,"M","GSW TO ARM",350152
35400,20-OCT-12 12:31,34571856,"JAVIER","GALVAN RUIZ",01-NOV-75 00:00,"M","GSW TO HEAD",356976
15852,24-JUL-14 13:43,35475066,"ANTON","MONTGOMERY",25-AUG-85 00:00,"M","GSW TO LEG",389386
36260,26-SEP-12 19:55,35751321,"STYLES","PITTS",22-APR-69 00:00,"M","GSW TO THE NECK",372789
11688,21-NOV-14 23:30,34290258,"TERRELL","PASQUINI",06-APR-90 00:00,"M","MULT GSWS",627645
11212,11-DEC-14 15:52,34782369,"MOHAB","FELICIANO",24-NOV-90 00:00,"M","GSW TO LEG",398260
35852,11-OCT-12 09:05,34782369,"MOHAB","FELICIANO",24-NOV-90 00:00,"M","GSW LOWER RIGHT LEG",629746
5760,18-JUN-15 20:30,34468212,"SCOTT","JACKSON",15-JAN-90 00:00,"M","MULTIPLE GWS",613308
19484,26-APR-14 00:41,34475529,"SAUL","SANCHEZ",31-MAY-99 00:00,"M","GSW TO LEG",325047
29784,15-MAY-13 01:30,34470510,"DEENA","BROWN",12-DEC-77 00:00,"M","GSW TO ARM",540330
32244,23-JAN-13 18:02,35142333,"EDWARD","WATTS",08-APR-78 00:00,"M","GSW TO ABDOMEN",361138
27360,15-JUL-13 13:46,35247573,"DERRIL","HARRIS",20-MAY-70 00:00,"M","GSW TO GROIN",323009
34708,08-NOV-12 01:58,34673310,"JOSH","TAPIA",23-MAY-89 00:00,"M","GSW TO BACK",542537
9668,16-FEB-15 13:14,34391487,"MICHELLE","ROBERTSON",21-FEB-98 00:00,"M","GSW TO BACK",585865
20948,06-MAR-14 21:26,34013490,"TYLER","MORROW",06-MAR-83 00:00,"M","GSW ANKLE",556077
7196,12-MAY-15 08:26,36008433,"MICHEAL","CURRY ",23-AUG-91 00:00,"M","GSW TO LOWER BACK",495190
30656,14-APR-13 03:30,35091621,"MORALES","HUTTON",09-MAR-91 00:00,"M","GSW TO HAND",598576
15332,08-AUG-14 23:48,33774141,"DAVID","KEMP",18-SEP-81 00:00,"M","GSW TO BACK",336894
35824,11-OCT-12 20:52,35883117,"ANTHONY","PRICE",23-MAR-87 00:00,"M","GSW TO LEG",360245
14880,18-AUG-14 23:35,35883117,"ANTHONY","PRICE",23-MAR-87 00:00,"M","GSW TO CHEST",467408
9628,20-FEB-15 01:26,35166150,"ROBERT","FOUCHEY",27-DEC-89 00:00,"M","MULTIPLE GSWS",509773
19000,08-MAY-14 22:51,35372511,"ANTHONY","JOHNSON",21-JUN-78 00:00,"M","GSW TO LEG",619888
8456,03-APR-15 11:33,35145156,"ANGEL","MONDAY",07-FEB-93 00:00,"M","MULT GSWS",421245
28248,23-JUN-13 22:41,34796247,"NENOS","VARGAS",08-JAN-91 00:00,"M","MULT GSWS",341120
10312,09-JAN-15 19:35,36022626,"ZACHARY","SMITH",04-NOV-89 00:00,"M","MULT GSWS",577494
15320,09-AUG-14 06:25,33985788,"REGINALD","FORREST",15-DEC-97 00:00,"M","GSW TO FOOT",474572
34748,06-NOV-12 17:49,35459607,"ERIC","HUMAY",20-SEP-86 00:00,"M","GSW TO BACK",418877
28640,16-JUN-13 01:58,33870627,"STANLEY","MICHAEL",11-MAR-83 00:00,"M","FATAL GSW HEAD",431930
7528,02-MAY-15 04:16,35305353,"JAMES","DAVIS",07-FEB-97 00:00,"M","GSW TO LEG",380798
22200,24-DEC-13 20:29,33978192,"LAMARR","JENKINS",03-JUN-92 00:00,"M","MULTI GSW SHOULDER, BUTTOCKS, BACK, & CHIN",514066
18952,10-MAY-14 01:55,35115546,"HENRY","RUSSEL",27-AUG-91 00:00,"M","GSW TO LEG",638642
6476,29-MAY-15 15:53,35794434,"ROBERT","LOBATO",21-APR-97 00:00,"M","GSW TO SHOULDER",391676
39816,14-JUL-12 01:45,34809903,"KENDRICK","WILLIAMS",01-SEP-89 00:00,"M","GSW TO HEAD",529090
39076,27-JUL-12 19:04,35694081,"IGNACIO","TUCKER",03-FEB-89 00:00,"M","ONE GSW TO THE RIGHT THIGH",491841
21056,28-FEB-14 09:03,35877159,"BERISTAIN","MATHIS",05-JUN-79 00:00,"M","GSW TO BOTH LEGS & CHEST",486315
6652,24-MAY-15 16:10,33504129,"HELEONORO","MOHMMAD",29-MAR-95 00:00,"M","FATAL G.S.W. TO RIGHT CHEST (LODGED)  ",434136
38528,07-AUG-12 20:56,33975849,"DARREN","CISSE",19-OCT-75 00:00,"M","GSW RIGHT HIP",488838
12188,31-OCT-14 19:20,35918175,"REGINALD","HOPKINS",12-FEB-95 00:00,"M","GSW TO LEFT SIDE OF STOMACH",463265
16044,19-JUL-14 17:59,34141491,"DEANDRE","SMITH",24-JUN-92 00:00,"M","FATAL MULT GSWS.",497170
6248,04-JUN-15 23:23,33451689,"ROMAN","COOPER",04-JUL-85 00:00,"M","MULT GSWS",424027
8676,28-MAR-15 01:58,33451689,"ROMAN","COOPER",04-JUL-85 00:00,"M","MULTIPLE GSW",591646
40384,03-JUL-12 19:27,34693020,"DINO ","PELTS",14-FEB-91 00:00,"M","GSW TO THE LEG",638800
38104,16-AUG-12 01:12,34019079,"MANTINIQUE","ESCOBAR",06-OCT-85 00:00,"M","GSW TO BUTTOCKS",588462
6348,01-JUN-15 13:11,35006763,"KAMARION","MACEDO",09-MAY-93 00:00,"M","MULT GSWS",421783
18204,27-MAY-14 22:28,33698991,"DEWITT","SMITH",27-NOV-88 00:00,"M","MULT GSWS",599423
6532,27-MAY-15 17:33,34417110,"DENEAR","JONES",07-JUN-91 00:00,"M","GSW TO LEG ",601262
27392,14-JUL-13 14:49,35521590,"BRIAN","TORRES",13-OCT-96 00:00,"M","FATAL MULTIPLE GSWS",502868
39956,11-JUL-12 04:20,34010337,"VINCENT","PARDINO",24-MAR-85 00:00,"M","GSW TO BACK",325849
29868,12-MAY-13 19:16,34958910,"DON","BINION",02-DEC-93 00:00,"M","GSW TO CHEST",459032
13372,28-SEP-14 20:34,35509860,"NICHOLAS","PITTMAN",14-DEC-00 00:00,"M","GSW TO CHEST",390962
33980,27-NOV-12 21:27,33543384,"ARRON","BROWN",14-MAY-84 00:00,"M","MULT GSWS",478379
35032,29-OCT-12 09:49,33444003,"VESTOR","MORALES",03-MAR-91 00:00,"M","MULT GSWS",501906
24292,30-SEP-13 15:48,36043434,"WAYNE","HERNANDEZ ",29-AUG-93 00:00,"M","GSW TO BACK",545396
16292,12-JUL-14 15:32,34764678,"WILLIE","RAGSDALE",13-FEB-95 00:00,"M","GSW TO ARM",489556
16016,20-JUL-14 02:39,33549627,"REGINALD","COOK",07-AUG-90 00:00,"M","GSW TO LEG",365729
24432,25-SEP-13 14:16,33485319,"PETER","KILGORE",20-MAY-98 00:00,"M","ONE GSW TO THE RIGHT LEG",619148
16156,17-JUL-14 13:30,34157559,"DAMARE","MADRID",24-MAR-94 00:00,"M","GSW TO HAND",457775
27156,20-JUL-13 18:18,35064690,"EDWARD","BOLAND",28-JUL-77 00:00,"M","GSW TO LEG",424644
31060,29-MAR-13 18:56,35605101,"ANTOINE","ROBLES",21-JUL-90 00:00,"M","GSW TO LEG",348523
37032,05-SEP-12 20:08,34779477,"ANDRE","BELCHER",17-NOV-89 00:00,"M","GSW TO LEG",536613
39608,17-JUL-12 20:54,35572161,"JOSEPH","HERRERA",19-DEC-92 00:00,"M","GSW BUTTOCKS",372021
9636,19-FEB-15 10:03,35572161,"JOSEPH","HERRERA",19-DEC-92 00:00,"M","GSW TO  HIP",559515
9692,14-FEB-15 00:30,33440769,"DEREK","SMITH",09-JUL-85 00:00,"M","GSW TO TORSO",466222
26236,10-AUG-13 23:27,33440769,"DEREK","SMITH",09-JUL-85 00:00,"M","GSW TO ARM",535314
18184,28-MAY-14 10:49,34067247,"MARKUS","LAMPLEY ",05-JUL-93 00:00,"M","GSW TO HEAD",574414
27268,18-JUL-13 01:59,34699113,"EDUARDO","MENDEZ",26-JUN-82 00:00,"M","GSW TO ARM",408936
34788,05-NOV-12 16:05,34641096,"TYLER","SOPANA",09-APR-95 00:00,"M","GSW TO HIP",451526
15020,16-AUG-14 00:46,35730390,"STEWARD","HERNANDEZ-ALCARAZ",10-JAN-94 00:00,"M","GSW BACK",589404
22108,28-DEC-13 02:30,33797268,"CHRISTOPHER ","JONES",13-APR-94 00:00,"M","GSW TO ANKLE",538621
30480,20-APR-13 12:47,34264359,"ERIK","WOODEN",10-APR-88 00:00,"M","GSW TO BUTTOCKS",554901
12292,27-OCT-14 20:01,34877622,"JOSE","CUEVAS",15-FEB-00 00:00,"M","GSW BACK",458821
12324,26-OCT-14 22:03,33631725,"MARIO","WHITE",25-DEC-72 00:00,"M","GSW CHEST",530453
7024,16-MAY-15 03:25,35028699,"ALEXANDER","SWAIN",11-OCT-81 00:00,"M","GSW TO BUTTOCKS",394395
33340,16-DEC-12 10:35,33359202,"JAMES","WILDER",25-OCT-90 00:00,"M","GSW TO ARM",389789
12528,23-OCT-14 09:20,35912370,"OLIVER","FRANKLIN",06-JUN-91 00:00,"M","GSW TO NECK",462619
24588,21-SEP-13 01:25,33542793,"LAMONT","JOHNSON",04-AUG-83 00:00,"M","MULT GSWS",615681
22772,03-DEC-13 18:05,35766996,"HA SHAUN","ALMANZA",12-JUN-91 00:00,"M","GSW TO THE UPPER THIGH",399919
13772,20-SEP-14 18:48,34645896,"CARLREVIOUS","GOODLAW",26-JUL-92 00:00,"M","MULT GSWS",441528
5244,30-JUN-15 22:18,35547735,"NAEEM","STEELE",27-MAR-95 00:00,"M","MULT GSW",408529
8928,19-MAR-15 02:09,35796216,"DEONTE","HUGHES",15-SEP-84 00:00,"M","GSW TO CHEST",526812
22400,18-DEC-13 20:00,33444513,"MATHEW","MALDONADO",01-OCT-86 00:00,"M","GSW TO UPPER RIGHT ARM",538988
24360,28-SEP-13 02:58,35761260,"JOHNNY","WRIGHT",01-JUN-94 00:00,"M","GSW TO BUTTOCKS",636723
24856,11-SEP-13 22:54,34704369,"DELIONENEL","NIEVES",29-AUG-93 00:00,"M","GSW TO LEG",420389
23796,20-OCT-13 17:50,33688815,"JAMALL","AVITIA",08-OCT-90 00:00,"M","GSW TO THE RIGHT LEG, GRAZE WOUND TO THE CHEST",374114
27964,30-JUN-13 15:20,33578157,"JEFFREY","THOMPSON",19-OCT-89 00:00,"M","MULTIPLE GSWS",466358
12508,23-OCT-14 23:54,33679527,"LINDLEY","CHILDS",18-JUL-76 00:00,"M","GSW TO LEG",510169
25120,06-SEP-13 23:34,34825629,"DARRIUS","CRAIG",20-MAY-83 00:00,"M","GSW LEG",461250
24652,19-SEP-13 22:14,35636286,"NURKEN","SCHERBERG",01-AUG-72 00:00,"M","GSW TO BUTTOCKS",355003
15056,14-AUG-14 23:12,33475068,"CORTEZ","GONZALEZ",16-JUL-98 00:00,"M","GSW TO  KNEE",602065
19180,03-MAY-14 21:24,35905455,"MARCELINO","FLIPPINS",30-JUL-96 00:00,"M","GSW TO FOOT",529636
23348,06-NOV-13 09:13,33675951,"HOJIN","JOHNSON",25-OCT-73 00:00,"M","GSW TO LEG",587220
40308,04-JUL-12 23:20,35854338,"ANGEL","KRAJA",06-FEB-77 00:00,"M","FATAL GSW TO REAR OF HEAD AND RIGHT ARMPIT",365152
28668,16-JUN-13 00:12,33489927,"MICHAEL","MERCADO",30-NOV-77 00:00,"M","GSW LEG",352508
21836,11-JAN-14 03:30,33463212,"ALEX","VASQUEZ",18-DEC-90 00:00,"M","MULTIPLE GSWS",417568
20328,05-APR-14 00:15,33463212,"ALEX","VASQUEZ",18-DEC-90 00:00,"M","GSW TO LEG",613405
16944,29-JUN-14 17:19,35959323,"ROYMELL","CUETO",29-OCT-93 00:00,"M","GSW TO BACK",326182
18060,31-MAY-14 16:35,35815761,"MEO","MODRUSIC",13-OCT-89 00:00,"M","MULT GSWS",375772
36888,10-SEP-12 17:00,35559657,"LAVERON","FRANCIS",25-APR-80 00:00,"M","GSW TO LEG",466281
8852,22-MAR-15 01:32,34113156,"ALBERT","ROSSER",23-JUL-80 00:00,"M","MULTIPLE GSWS",559850
5692,20-JUN-15 12:02,35408397,"CASHES","WIGLEY",18-JAN-94 00:00,"M","FATAL MULT GSWS",580723
24016,09-OCT-13 20:45,34139790,"GERALD","CASTRO",20-DEC-97 00:00,"M","FATAL MULT GSWS",392313
37012,06-SEP-12 22:39,33381408,"GAUTHIER","PEREZ ",12-MAY-89 00:00,"M","FATAL GSW TO THE CHEST ",525492
16908,29-JUN-14 22:00,35242950,"SEAN","ARMSTONG",05-DEC-92 00:00,"M","GSW TO ARM",459493
5960,12-JUN-15 20:51,35979600,"ANGEL","MONTAVO",17-AUG-98 00:00,"M","GSW TO HAND",407300
25928,16-AUG-13 22:09,35615949,"JOHN","MOHR",23-MAY-95 00:00,"M","GSW TO HEAD",321384
33512,09-DEC-12 03:56,34433040,"TIMOTHY","PEREZ",21-NOV-89 00:00,"M","GSW TO LEG",391198
29424,26-MAY-13 21:01,34745142,"PATRICK","MATIAS ",09-MAR-70 00:00,"M","GSW TO ANKLE",322366
12148,02-NOV-14 00:34,34793394,"CANNON","MANGIO",28-OCT-94 00:00,"M","GRAZE GSW THIGH",424738
9804,04-FEB-15 11:05,35047080,"LUIS","WRIGHT",30-JUN-94 00:00,"M","GSW TO ARM",593209
27832,03-JUL-13 21:50,34300377,"PEDRO","WOODS JR",14-FEB-88 00:00,"M","GSW TO BACK",581004
11520,28-NOV-14 15:29,33553365,"LEE","HILL",25-NOV-98 00:00,"M","GSW TO HAND",440847
25760,19-AUG-13 00:27,35351673,"PATRICK","BARKSDALE",14-JUN-84 00:00,"M","GSW TO NECK",332870
25748,19-AUG-13 00:27,35351673,"PATRICK","BARKSDALE",14-JUN-84 00:00,"M","",332870
6452,30-MAY-15 00:21,35647470,"MARCUS","BUCKNER",16-MAR-73 00:00,"M","MULTIPLE GSWS",474035
15652,29-JUL-14 22:01,35471262,"EMMANUEL","YOUNG-SMITH",26-AUG-64 00:00,"M","FATAL GSW TO CHEST",323061
34528,13-NOV-12 16:40,34565241,"JOHN","LOPEZ",10-DEC-61 00:00,"M","GSW TO THE BACK",509958
26176,11-AUG-13 22:41,35954742,"ERNEST ","JONES",17-SEP-93 00:00,"M","GSW TO SHOULDER",384145
15144,11-AUG-14 18:53,35674377,"CHARLES","PURGESON",17-JAN-88 00:00,"M","MULTIPLE GSWS",439440
30168,30-APR-13 22:40,35695299,"JAMES","GRIFFITH",31-OCT-93 00:00,"M","FATAL GSW TO CHEST",452341
24420,26-SEP-13 15:39,33567621,"SHAWON","LEE",28-AUG-93 00:00,"M","ONE GSW TO THE RIGHT",434490
6692,24-MAY-15 00:20,34951500,"LAVALL","FEDRICK",09-SEP-82 00:00,"M","GSW TO ABDOMEN",521058
5620,21-JUN-15 10:10,35291949,"JASON","JIMENEZ",18-SEP-87 00:00,"M","GSW TO BACK",415832
38512,08-AUG-12 01:45,35764482,"MICHAEL","TABB",08-FEB-93 00:00,"M","GSW TO THE FOOT. ",320959
38336,11-AUG-12 18:33,34945563,"RYAN","MERCADO",07-MAR-82 00:00,"M","GSW TO LEFT LEG",548450
8228,12-APR-15 03:17,33858981,"JONATHAN","ARMSTRONG",05-OCT-80 00:00,"M","MULT GSW",369367
26764,30-JUL-13 19:50,35369841,"JOHN","TALLEY",03-NOV-96 00:00,"M","GSW TO BUTTOCKS",339430
26804,30-JUL-13 19:50,35369841,"JOHN","TALLEY",03-NOV-96 00:00,"M","MULT GSWS",339430
14868,19-AUG-14 02:59,34287489,"FRED","PLEDGE",11-JAN-84 00:00,"M","GSW TO ABDOMEN",456855
17296,21-JUN-14 12:15,34034892,"DARRYL","JIMENEZ",06-DEC-89 00:00,"M","GSW TO THIGH",394908
9524,25-FEB-15 15:09,34304397,"JAMES","ROMAN",31-DEC-90 00:00,"M","GSW TO ARM",364220
12672,18-OCT-14 02:22,34974417,"CLENON","REED ",12-NOV-92 00:00,"M","MULT GSWS",421790
8256,11-APR-15 22:55,35903862,"RIDLEY","MIRANDA",17-APR-95 00:00,"M","GSW TO LEG",619699
33400,14-DEC-12 17:11,35691276,"DEVONTA","ROBINSON",08-JAN-98 00:00,"M","GSW TO LEG",359251
27176,20-JUL-13 01:08,34266702,"GAVONTAY","JARA ",18-JAN-85 00:00,"M","MULTIPLE GSWS",372550
26464,06-AUG-13 01:03,33797730,"FREDERICK","JONES",27-APR-79 00:00,"M","GSW TO ABDOMEN",594255
18756,15-MAY-14 23:17,33671637,"JOSEPH","POGUE",30-APR-76 00:00,"M","GSW TO HIP",640657
9224,11-MAR-15 02:16,35222220,"JEFFERY","MOHEAD",23-OCT-93 00:00,"M","GSW TO BACK",320548
14820,20-AUG-14 15:43,34978629,"RUBEN","ELLIS",10-FEB-98 00:00,"M","GSW TO LEG",388991
37600,25-AUG-12 17:51,33737622,"MAREEKAR","SMITH",02-FEB-94 00:00,"M","GSW TO ARM",605109
25800,18-AUG-13 04:36,33601257,"HUGH","HALE",18-APR-90 00:00,"F","GSW TO FEET",420532
23244,10-NOV-13 16:46,35946294,"ZACHARIAH","UNDDA",09-JUN-98 00:00,"M","GSW TO LEG",550303
36608,16-SEP-12 14:53,34437009,"ROBIN","WOODEN",18-FEB-95 00:00,"M","GSW TO LEG",472526
27660,06-JUL-13 01:15,34828323,"JIMMY","WILLIAMS",03-JAN-87 00:00,"M","GSW TO SHOULDER",547888
25592,24-AUG-13 03:34,33983766,"MICHAEL","KINE",07-JUL-76 00:00,"M","GSW TO LEG",608063
11704,21-NOV-14 05:55,33701919,"ADBULWAHAB","GALVEZ",04-JAN-95 00:00,"M","GSW TO GROIN",329687
32488,14-JAN-13 04:30,34189182,"MYCHAL","WILLIAMS",06-OCT-84 00:00,"M","FATAL GSW",354692
6820,21-MAY-15 14:30,35951127,"ORENGO","HILL",19-JAN-97 00:00,"M","GSW TO NECK",512523
22376,19-DEC-13 14:15,34465560,"JUAN","GILBERT",23-MAY-86 00:00,"M","GSW TO THE LEFT SHOULDER",573091
13936,14-SEP-14 18:52,35410089,"TERRELL","STEVENSON",26-SEP-00 00:00,"M","GSW TO LEG",546077
30900,04-APR-13 22:22,34310757,"DALLAS","SHAW",14-JUN-75 00:00,"M","GSW TO FOOT",344579
10572,27-DEC-14 04:58,33970926,"MICHAEL","BRACKETT",15-JUN-96 00:00,"M","MULT GSWS",546740
12872,10-OCT-14 19:19,35472393,"NATHANIEL","OTT",08-JAN-84 00:00,"M","GSW TO BACK",609073
24896,10-SEP-13 22:24,34184484,"ADIDAS","PIERSON",09-JAN-94 00:00,"M","MULT GSWS",627487
36224,28-SEP-12 10:05,34520658,"JAIME","PHAN",02-AUG-93 00:00,"M","MULT GSWS",393792
23776,22-OCT-13 01:20,34476582,"DAVID","DALY",22-MAY-72 00:00,"M","MULTIPLE GSWS",436199
22160,26-DEC-13 20:14,33585891,"ROBERT","GOVERT",27-FEB-85 00:00,"M","GSW'S TO HEAD, CHEST",344209
28620,16-JUN-13 15:58,33585891,"ROBERT","GOVERT",27-FEB-85 00:00,"M","FOUR GSW TO THE BODY",352502
36452,20-SEP-12 23:05,33660333,"MUHANNAD","SMITH",25-JUN-57 00:00,"M","GSW TO THE SHOULDER",484695
17240,22-JUN-14 07:07,35389206,"DARRELL","ROYCE",27-FEB-76 00:00,"M","GSW TO LEG",355710
17968,01-JUN-14 20:48,34536471,"S","CUETO",05-JUN-82 00:00,"M","GSW TO HEAD",466422
35264,22-OCT-12 21:24,33523713,"GERMAN","TAPIA-PLATA",13-MAY-87 00:00,"M","GSW TO BUTTOCKS",374188
18596,18-MAY-14 18:25,33753066,"YI","ROBINSON",16-OCT-95 00:00,"M","GSW TO HEAD",473945
22852,30-NOV-13 17:18,33753066,"YI","ROBINSON",16-OCT-95 00:00,"M","GSW TO SIDE",605526
40388,03-JUL-12 17:38,33893610,"VICTOR","WADE",07-NOV-97 00:00,"M","GSW TO RIGHT FOOT",418315
8844,22-MAR-15 02:14,35529903,"TOMMY","LONG",21-MAR-82 00:00,"M","GSW TO HEAD",418039
6644,25-MAY-15 03:16,35602938,"DARNELL","ROBINSON ",20-JUN-89 00:00,"M","GSW TO LEG",367935
17920,02-JUN-14 19:45,34837920,"MANUEL","THOMPSON",10-SEP-92 00:00,"M","GSW TO SIDE",633383
40232,05-JUL-12 02:57,36051195,"CARLOS","SUBHANI",05-OCT-91 00:00,"M","GSW TO THE LEFT SHOULDER",514449
40380,03-JUL-12 20:12,34039626,"ORLANDO ","RENGE",03-APR-94 00:00,"M","GSW LEG",639547
24620,20-SEP-13 16:57,34400340,"ISRAEL","PETERS",29-SEP-76 00:00,"M","GSW TO ARM",325786
33844,01-DEC-12 04:09,34437777,"ANGEL","MILLS",10-NOV-81 00:00,"M","GSW TO THE BACK",593500
33776,01-DEC-12 22:08,34110651,"ANDREW","BROOMFIELD",19-AUG-92 00:00,"M","GSW TO FOOT",538772
18416,22-MAY-14 20:06,35478555,"LEONARD","DRISCOLL",23-MAY-97 00:00,"M","GSW TO ANKLE",619514
15352,07-AUG-14 23:30,33322857,"NEUSICINIA","SMITH",09-JUN-94 00:00,"M","GSW TO FOOT",555279
37424,29-AUG-12 01:56,35840658,"RONALD","JONES",18-MAY-84 00:00,"M","GSW TO LEG",352548
36200,28-SEP-12 22:58,34918086,"DAVID","AUSTIN",10-OCT-91 00:00,"M","GSW TO CHEST",582030
25624,21-AUG-13 22:12,33946089,"JEFFREY","MANSOORI",15-NOV-90 00:00,"M","FATAL MULT GSWS",619968
23844,18-OCT-13 22:49,34945800,"SAMUEL","HEARD",21-AUG-88 00:00,"M","GSW TO SIDE",444233
22384,19-DEC-13 05:20,33869835,"DENNIS","RAY",06-DEC-71 00:00,"M","MULTIPLE GSW TO THE BODY",353290
